,No.,Name,Position,Year,Height,Goals,Assists,Ds,Turns,url,Team,Seed,UpperName
17,41,Christian Rozolis,Defense (Cutter),,"6'4""",4,0,2,4,/events/teams/?EventTeamId=ZN5FH%2bk61SMAAiWK1KZofnNt6gOeWEfT%2b72Sf28P6Ak%3d,Northwestern,17,CHRISTIAN ROZOLIS
18,44,Isaiah Mendoza,,,,0,0,0,2,/events/teams/?EventTeamId=ZN5FH%2bk61SMAAiWK1KZofnNt6gOeWEfT%2b72Sf28P6Ak%3d,Northwestern,17,ISAIAH MENDOZA
19,49,Peter Pribyl Pierdinock,,,,0,0,1,0,/events/teams/?EventTeamId=ZN5FH%2bk61SMAAiWK1KZofnNt6gOeWEfT%2b72Sf28P6Ak%3d,Northwestern,17,PETER PRIBYL PIERDINOCK
20,52,Ben Richards,,,,0,0,0,2,/events/teams/?EventTeamId=ZN5FH%2bk61SMAAiWK1KZofnNt6gOeWEfT%2b72Sf28P6Ak%3d,Northwestern,17,BEN RICHARDS
21,88,John Surprenant,,,,1,1,2,1,/events/teams/?EventTeamId=ZN5FH%2bk61SMAAiWK1KZofnNt6gOeWEfT%2b72Sf28P6Ak%3d,Northwestern,17,JOHN SURPRENANT
22,96,George Irving,Defense (Cutter),,"4'6""",0,1,0,2,/events/teams/?EventTeamId=ZN5FH%2bk61SMAAiWK1KZofnNt6gOeWEfT%2b72Sf28P6Ak%3d,Northwestern,17,GEORGE IRVING
23,99,Joshua Venegas,Defense (Cutter),,"5'11""",6,2,4,2,/events/teams/?EventTeamId=ZN5FH%2bk61SMAAiWK1KZofnNt6gOeWEfT%2b72Sf28P6Ak%3d,Northwestern,17,JOSHUA VENEGAS
0,1,Samuel Murphree,,,,2,5,1,8,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,SAMUEL MURPHREE
1,2,Austin Scott,,,,0,0,0,0,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,AUSTIN SCOTT
2,3,James Hershey,,,,7,4,0,1,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,JAMES HERSHEY
3,5,Eric Sjostrom,,,"6'0""",0,11,4,17,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,ERIC SJOSTROM
4,6,Evan Caldwell,Defense (Handler),,"5'10""",2,6,1,14,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,EVAN CALDWELL
5,8,Matthew Zheng,,,,0,0,0,0,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,MATTHEW ZHENG
6,9,Hamilton Wasnick,Defense (Cutter),,"6'1""",1,0,0,0,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,HAMILTON WASNICK
7,10,Jacob Helf,,,,2,1,0,2,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,JACOB HELF
8,11,Mark Shannon,,,,4,1,1,3,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,MARK SHANNON
9,17,Daniel Knight,,,,0,0,0,0,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,DANIEL KNIGHT
10,18,Chandler Purtle,Cutter,,"5'10""",2,0,0,0,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,CHANDLER PURTLE
11,19,Robert Alongi,,,,6,7,9,5,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,ROBERT ALONGI
12,22,Rocco Magnella,Mid,,"6'9""",4,0,1,5,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,ROCCO MAGNELLA
13,23,Martin Newman,,,"6'0""",1,0,4,6,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,MARTIN NEWMAN
14,24,Jordan Quinn,,,"6'8""",0,0,0,0,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,JORDAN QUINN
15,25,Jordan Christie,,,,1,0,1,0,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,JORDAN CHRISTIE
16,27,William Bianca,,,,0,0,0,0,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,WILLIAM BIANCA
17,27,William Thompson,Dump,,"1'11""",3,1,1,1,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,WILLIAM THOMPSON
18,28,Reid Thackerson,Defense (Handler),,"5'8""",2,1,1,0,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,REID THACKERSON
19,30,Jackson Crouch,,,,3,2,1,2,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,JACKSON CROUCH
20,35,Blake Stratton,Defense (Cutter),,"5'8""",1,0,0,1,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,BLAKE STRATTON
21,37,Michael Strobel,Handler,,"4'10""",4,6,1,12,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,MICHAEL STROBEL
22,42,Carson Race,Handler/Cutter,,"5'8""",0,0,0,0,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,CARSON RACE
23,55,Trois White,,,,0,0,0,0,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,TROIS WHITE
24,63,Jacob Crane,,,,0,0,0,0,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,JACOB CRANE
25,70,Luke Smith,Handler/Cutter,,"6'6""",3,5,1,7,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,LUKE SMITH
26,71,Sam Smith,Handler/Cutter,,"6'5""",4,2,1,3,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,SAM SMITH
27,78,Kyle Raab,,,,1,0,0,0,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,KYLE RAAB
28,79,Kevin Towers,,,,0,0,0,0,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,KEVIN TOWERS
29,97,Brandon Beers,Deep,,"1'0""",0,0,0,0,/events/teams/?EventTeamId=9fFG52aK%2f1O6mVf%2bE5ntRj7t8m%2ffVNSnkRRON5HJTws%3d,Auburn,13,BRANDON BEERS
0,0,Ri Chen,Defense (Cutter),,"5'9""",1,0,0,1,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,RI CHEN
1,1,Allan Ndovu,Defense (Cutter),,,4,1,6,3,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,ALLAN NDOVU
2,2,Jack Kimmel,Mid,,,1,4,0,1,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,JACK KIMMEL
3,3,Sam Kunz,Defense (Cutter/Handler),,,4,9,2,21,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,SAM KUNZ
4,4,Drew Mathieson,Cutter,,,7,7,1,5,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,DREW MATHIESON
5,7,Spencer Hodson,Deep,,"6'1""",0,0,0,2,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,SPENCER HODSON
6,8,Grant Lin,Defense (Handler),,"5'8""",1,4,0,5,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,GRANT LIN
7,9,Sean Vajanaphanich,,,,0,0,0,1,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,SEAN VAJANAPHANICH
8,10,Phillip Cathers,Defense (Cutter),,"6'1""",1,0,0,0,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,PHILLIP CATHERS
9,11,Nicolas Rodriguez,,,,0,0,1,0,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,NICOLAS RODRIGUEZ
10,12,Stephen Spears,,,,0,1,1,0,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,STEPHEN SPEARS
11,16,Sergio Licon,Defense (Cutter),,"5'5""",0,0,1,0,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,SERGIO LICON
12,22,David Mondry,Handler/Cutter,,,1,3,2,12,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,DAVID MONDRY
13,23,Gabriel Hernandez,Handler,,"6'0""",1,2,2,8,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,GABRIEL HERNANDEZ
14,24,Kevin Tien,Deep,,"6'1""",6,6,6,7,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,KEVIN TIEN
15,28,Michael Becich,Deep,,"6'5""",13,1,2,4,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,MICHAEL BECICH
16,32,Ryan Ressmeyer,,,,0,0,0,1,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,RYAN RESSMEYER
17,33,Nicholas Hirning,Handler,,,2,6,4,9,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,NICHOLAS HIRNING
18,34,Nathaniel Gruver,,,"6'3""",2,1,0,3,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,NATHANIEL GRUVER
19,54,Juan Carlos Meave Ojeda,,,,1,0,1,0,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,JUAN CARLOS MEAVE OJEDA
20,74,Alvin Kim,Defense (Cutter),,,0,0,0,0,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,ALVIN KIM
21,88,Maxwell Melin,Defense (Cutter/Handler),,,2,2,1,3,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,MAXWELL MELIN
22,99,Sam Masling,,,,0,0,1,0,/events/teams/?EventTeamId=EjQ52SWX88V0JCddhPEN7O1aEDjqwQdw9vfTyYKiXEQ%3d,Stanford,12,SAM MASLING
0,0,Raymond Chen,,,,0,1,0,3,/events/teams/?EventTeamId=hUYuR1%2fTtmmBWENgOfgt2t7rOasHYrkFBXAm0lCUlX0%3d,North Carolina,2,RAYMOND CHEN
